prompt_id,task,parameter,parameter_value,generated_text,distinct_1,distinct_2,repetition_2,repetition_3,self_bleu,length,time_to_first_token,total_time,success,error
&&&& and &- &- &-- #- -- ## &------&&& --------* - -------and &- ---- &---------&& *- -------- ----- --- ##



 ----*** *-#-				 ***# ---------&- **	


------ &- -------




* *---

 --- &&




 ----- - *** ###





#- * -------  ------- *&&&&





**

-# ----- -- **&& end --- *& * -





&- - - ------&-









&*#- **			*** **


------ &&- *--------andend



* **#-






 &--		  *********&* * **-----------	----&-***&&-----------

  andend				 																*-#				#



																															------&&&&******&&&&& ****************---------# *-********* -- &&
*********************** ---------- *****--- ------and--- * end &-end			---------------- &------

																															#- and				&* *****------- ---end &- -------&&*****&*&*--------- &			--------------*-		 ----- &-*-***********--


&&




---- ------- #-


### end**** 																																																






------------	 --- #-&& 




















---------------&& 												--- -----
--------			&*------------------------------ 																								----------------

**--------- ****




*** ----- ** --------

 *-& ** and------*end----- ---------and-------------


 *-

------ *-&&&&



 ---------


 --------  *****

*&-				----****


 




 ** ----------&-****  --------and *-------------




 -----







--					






****************		*- ------ --- end&*-------

- ** &- end----- end&&&& ---- && end----------&*-			&*--------------*-**************** *- ******&&&& &-& --------- ------ ********* #-----#------------- ** #** -- **& ---------- #&& --- ## ** - &&--------- ------ ***** && &&&-&& ------- &----------#*-*----------------*******& &- -- ** *****#-& --- 																										







 * --------- -*******----------------&& & ---- * *** ---------
																															-*-- #-&&&& ------



------------ &- # &&&& &&*********-****-----		------------- -----




--------- 																							   ---------- ** && and



			 -------------		 --------
					*-&* --------*- ---------			 ** #




 ------ *****------- and-*******  ----------------****end *** - *** *-------- &- &- --------			

		 # &- ----------






 - -- ------&- -#-					 ----- #-----






&-   ####	- ----&&#*-*-&& -- &-* end --------
-----







-------------- - -----&- -#&&end#**------------- ---------- &- ******


****----------- 																																																			-------





and




end		----&-# &&

---** -- *-&


----------------
*&* - - ------- ---







----------- ****



-------&*&*-----**----------------------- ** * *&****& ***
-
-----* *- ----------****** ---------- -------			&& &- *****------








#- *-



#



* and- ---- end**- && - # ------




 end -- && &------ -----








 #- ******--&*&&&& #





# * #*-and- &-&- & end--* ****--------&






---*-



 **




end ----- ------- --- ***** **&* ******
--	*&* ----#- ---------- --------- - *- --  *********




- ---&* &-&&&&-------&&***** &- end-*and****&-&&#-  ----------------*****----------------****************



--	 &- ***** -----






#-* && *
 &&-*------------- #* &-*****&&---------- #&






**----&






-------- -- ---#- ***----


&&& &-& -- ---&&&& & end---- *  &&&&		 ---------
 end & &






 &- ------- ------&&**** end--------- ---------end




--				 -----### --------- # ***#- ******


			--#--			&&&&& ---







 -------&& ------# ** end






-#---------------- * * *-and- &------------- ------** - &-		&- #-				-----





 end ***



----



&&& *******-and




--& - ------------- and
   			 end * #end -###-----------&&&&***** - #- #----- ------	*****			 ---------&&&&***-#--***********	# ***  	---- and





---------- ---- #-******* ------ --- *-

 *-*** * *****
 ------				*- # ------& &- ----*

----------- *- end end
-----*-******&


			 &&





 ** ------ ***** ---*----


 &- &**-----*- -- ****** -&& *- #- ***




&* ***---and--------------------end &******------- ### #------------- &&&-



&
 *- 			--------

*-* ** *

 &&-* &- ##&*----	

-------- -- ****** && &&&*-







&*  ***********-&*---




  - ***&- ---------
			#- end &&---------#-



- ---**** # -----&-#






******



 end ----------#- --- ****




 -************* end ---------&&** * -&- ****&&&&  *--------- ----**







--------- - - ----- -----		  *********-- &and end----- &&******------&& end	




& -

-*****-- and






--- &-






**-------------#-*- -&& and- *****


---------------- ** ------




 # --------- &&------&&&&& &- *-- 













---------******&&

********************************---- *****




----------------		 **----------&&&&*********** &------&&****** ********************------ #	 ***------   *&& ------ #- & *****


end&&&& *&&&&
---------- -----				 ** ---------end


				  ----------------------- &-





&- ***** ----- &- ***** end -- &- ****






 ----- ***	* end ***********







 ---------


************************** and *-
 --------- ***  *------ ***

-----------		--- &-

 ------- *** #-&* *




-*


--









------------- and	 --------- --*****&&&&&-









*





 ---------

------------------------

  &
	and -----	




 																						&-



 &&------































 end -*&&&&&&***** ---&&&& *----------------

 ********* ----------&&&&


 end


 *** && ******
-----& - *&& *
  ----- #- *-************ #*- *****-*&&&&***** **------------------------------------------




******-----

*** ----	&&&&&&&& 





end&&*------- and****





*****

*******&*&--- end----------------






& &**&- --- end --- &-end&*-- and****&-&&&---****************





----- *-*****  *-
----------







 ------- ----& ------
 *** ****	



 end **** &






and




*****************************









 and #***********-* ***---





		 ---------






end*-*-# ----  




































		*-			&-----------end ** *****& ------
 and- ---------				and






																															-----------------																															-----------




&&&----------------	----- # ----------




& ----- #			


******-------------&*

 -------------------------  ***********		 ------ ------and &- - ---- ****------- -****** **----------******----------------**&&***			--------------







					 ------ ---end



#----------









***----------- end -------
----------- #-&&***			-- -



 ------#------------





----------



&- -- ******				&&&&-*#- *-




-------	*****




-
--------------------------------	--------- # -***********-#---------- and-#---------- 			--





-* &&		#-** --- --







---------- --****** ---






-----------






























&& 
*- ***






****&*------*



 																																																				***























































end












































--- #&- ---






-# **#-&&&& ****&	 #----------*- ******---------------------- ----





****************---------- & *-----************------------- ---end																																																	-# and-------








---------------** *-********** and

 -------	-#-----------end------			*** & --		 -- **-***




-*---------



*** and-*&-end		 














 --**


		 -*****--- ----**  ***






------------ - ** ------#------- *-
- -- 			----------

* &&




******-- and *-	 -********------- ---&&--- # && ********** #-------- ------




-------#- -----

 --&-	
******-------------- end - --- # and &- ****

--------			 #-end * # *----------------# -&-



-------- *** #-




----------


---------------- -- *** ---- -***--------#-# 



















 - *****---&- #-*******&&


 --- #

 -------------   -- and ***
#-------- ---------***** -






*		-- ###


#------- #- &----------- - #----- and ******- ----


 *		 and  ***********







			 -------#



&&----* # &&#-----------


*- #-




 -- *- && -----*-------




-----------		
 

 #
&&&&&&



##* ---------









# end ### ***---- end--#





 *-&- --*--- * ---**--------


 -- # &-### ***&*
-*







------




*-	###----------------
 &-*---* -- ##--- -----










end---		 ---------

---



 -




---

*-







------ * & &&-------*----------------###**** ------- end ----------			




-&-------*---- ------------

----------			--- end --***** ----------   ----------				 ---###& -----#---#-------------*------&-##--------------& 


















	
----------------*&- ##------------ *----****-  ---------- #&###-----------# ----**** ** --------# ---------- -------






###





--&&&&&&&&		 end ***

 end ----


 ***-------*-##&-	 ----and----------

 ---------	  -* end-*----------------*****--------#---- ***********  ************



 *		& - &-----&&  &*****- ## #


 					 &-******-----# && -**  --&------- -------#- ---------- &			 *&& *-&&	 - ----- -			 *- # - end --------

----------			-----##	*
------------- &-





 ------ *---				 																															----------------**** &&


**** ---------& -		 ------- *-&--- ### ***###		 ---------- end		   ---------- - **



 --------- *


--- *****

	#-*** &&&*



 ---end*-&&&& ****### and--************ #- ----	------					 * -------end --* 












----------









 ---------  -*------------- && end*****----- *-***  		 *-





 *** and		 #-






	**** -----



 &- #			 #-and
##-----------#  				----







 ---------- &-and-#----------- ** 											&-#-&&


---- # --------			  -------------- #--------- #- *  #### ------&-







*****

-- -----*****- -----*			*-end end----------- *** --#-
------ &-&		*** &-- ****** and-------*** and &&&




&* *******


 ----- ****-






----------





-------- ------*****- **** *- ********** end ---









***-------#- &- ----------






			* *--********
-



----- end



&- ** ** -- -******end------- & ************	-------------******&&&& #	



 ------- 

 *****and  ----------




 -end**** 



 		 ***** # --***---****		 									 *& #




-end-*----------&*







 end *
 *-









--------- && end-






------




----------- ** #- --- &- #-*--------
 && ** end -------- &-


-# 												--- **** ---------- && --------- ##** -******** &-&&


 -----









 *****- end--------- -- &-		 # &- &&###---------







----- --***--------- --- &------ ***------ --- -*****- ---*-			--------- &-- &






&*---&*&- * --









---- 						**** -- 										 -------








--- ****--** --------- *** ------ -----








# ------- -





******&&



 *****
 #--#-




-------- ---------









			*****#-----------*###-------# ------- ---#- 																&*********** *-********







---***-**** ------ ***--*-#-





		  -------------# *

---------** --------*

&*	-- and#-#

 --*###







-##------** ** --------- * * --- &-*-*- &  -----





------------- #-*








-----***


###	&*	&* --- --- end






 ---






end






*-**---------- --*-##&-	# &*




	 -----&&





&*-------- *





--*****-#



---- *** *


---------*****------- ----




 -----## ------




---------#---- --------- -	




-------------and-------------





------




-* #-





&&







 ---- *-&&&& end

****-******* ----------

 *- #-*---------




&*----#-#--------- ---- *-*- #&-			#





&* -------- **** -# ***


&& **





* &&&- ----&- *****------ --end







 & ---------  - #--  ------ &-
 * ----- #end&end&&&&-&- -------* *-









 ------- ------ &-*&*







 ---------	-------- *** ----  ***-*




		 **






--- ******

---- #-#-



end-



- &---- --- #- #

&&-- ***** # -----# -------


 --------- &&&- ##----&&-#&- -----
-* &- ** ----------






-#-##### *** end*- and -- #-





## --- ##-






 -----




#- --- **-------- **





			-		----- &-  ----------

--&


----&- ---------###






end#-#---and**** -------





 #- # -------- ---------		**** ----------




*****--------- ----- ---------&-*** end #**** * #- ## -------
 & &-  -------------- ** *- **** *** ----- *-**** and ** ** *****and




----	-* ------- && end ### ---------- ####---------&& end----
 --**



---------###* -*********






 &- --*********** #- ***





## and






-----**--------- ---- ****** *# -------- *- ### ###





------ ---- ***and* *****&- **&-&*#-****&- **------- --*********** ***** ----- ---****** &**--------





****--------- ------ &- **---------



*- --	--##






-----------*-********** *** ------*- -------#  ***end----- #----






*-******----- ******#- --*****---- ---&&&&&&




 *&  &*






-------- **--------- ----****--
#- *****----------&&&-#-	###	 ------## & ----* ----***---- ------ ---* ***** #--------- *





 - &- &-----





-------



 ## --

 ----------&& **-----------******



**-*



*-**** #- ----- ##****------***** & &-		



 *********
 &&& -- ---- *- #-



----------		* 








*-#-


###&&	-------#### ---------

 #-***  --------------- ####---------- **** ---#####------ ***-




 # end**** ---------## ----*- *****--------&*- and****-









-------- ----- ******###	

-#-------------




	 *-** ****&-#-#----------------------- ** ------ **
